"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"celtic game today","20k+","7 February 2026 at 22:50:00 UTC+5:30",,"celtic game today,scottish cup fixtures,aberdeen vs celtic,aberdeen v celtic,rangers game,dundee vs motherwell,celtic v aberdeen,dundee fc,aberdeen fc,scottish premiership,aberdeen celtic,celtic vs aberdeen,celtic aberdeen,aberdeen,aberdeen v celtic pitch inspection,spfl","./explore?q=celtic%20game%20today&geo=GB"
"yeoh","50k+","6 February 2026 at 05:30:00 UTC+5:30","7 February 2026 at 08:10:00 UTC+5:30","yeoh","./explore?q=yeoh&geo=GB"
"luge winter olympics","500+","7 February 2026 at 22:00:00 UTC+5:30",,"luge winter olympics","./explore?q=luge%20winter%20olympics&geo=GB"
"ronaldo","100k+","2 February 2026 at 20:10:00 UTC+5:30","7 February 2026 at 19:50:00 UTC+5:30","ronaldo,cristiano ronaldo,al-nassr vs al-ittihad,al nassr,al-riyadh vs al-nassr,saudi pro league","./explore?q=ronaldo&geo=GB"
"tom roebuck","500+","7 February 2026 at 23:10:00 UTC+5:30",,"tom roebuck,feyi waboso","./explore?q=tom%20roebuck&geo=GB"
"sven botman","200+","7 February 2026 at 23:20:00 UTC+5:30",,"sven botman","./explore?q=sven%20botman&geo=GB"
"skeleton sport","1k+","7 February 2026 at 23:20:00 UTC+5:30",,"skeleton sport,skeleton,skeleton winter olympics","./explore?q=skeleton%20sport&geo=GB"
"boulter","1k+","7 February 2026 at 21:00:00 UTC+5:30",,"boulter,tamara korpatsch,ostrava,wta live rankings","./explore?q=boulter&geo=GB"
"bayer leverkusen","500+","7 February 2026 at 23:10:00 UTC+5:30",,"bayer leverkusen,leverkusen","./explore?q=bayer%20leverkusen&geo=GB"
"bitcoin price","100k+","5 February 2026 at 11:20:00 UTC+5:30","7 February 2026 at 14:40:00 UTC+5:30","bitcoin price,btc,bitcoin price usd,btc usd,bitcoin prices,crypto,crypto news,bitcoin crypto,why is crypto crashing,bitcoin news,bitcoin,why is bitcoin dropping,crypto crash,slides","./explore?q=bitcoin%20price&geo=GB"
"cristian romero","10k+","7 February 2026 at 18:20:00 UTC+5:30","7 February 2026 at 21:30:00 UTC+5:30","cristian romero,christian romero,romero red card,spurs fixtures,romero spurs,casemiro,tottenham games,vicario,romero red cards,romero red cards for spurs","./explore?q=cristian%20romero&geo=GB"
"cool runnings","2k+","7 February 2026 at 00:10:00 UTC+5:30",,"cool runnings","./explore?q=cool%20runnings&geo=GB"
"france vs ireland","100k+","5 February 2026 at 13:40:00 UTC+5:30","7 February 2026 at 01:40:00 UTC+5:30","france vs ireland,ireland vs france,ireland rugby,france v ireland 2026,france v ireland,ireland v france,france ireland,france vs ireland six nations 2026,france ireland six nations 2026,ireland france,ireland france six nations 2026,rugby scores,france rugby,rugby tonight,ireland v france 2026,6 nations fantasy,rugby fixtures,france v ireland six nations 2026,bielle biarrey,ireland vs france six nations 2026,sam prendergast,rugby on tv,rugby six nations 2026,andy farrell,louis bielle-biarrey,james lowe,brian o'driscoll,dupont,where to watch six nations,who won six nations 2025,shaun edwards,stade de france,6 nations on tv,rugby score,six nations rugby,ireland v france six nations 2026,where to watch six nations 2026,prendergast,france v ireland 2026 tv,french rugby team,france ireland rugby,world rugby rankings,who won 6 nations 2025,six nationa,gibson park,six nations results,ireland rugby team,france ireland rugby six nations,nations championship,caelan doris,six nations live,what channel is france v ireland on,france rugby team,six nations tv coverage 2026,6 nations rugby,six nations score,irish rugby team,sox nations,irish rugby,france v ireland tv,irish rugby players,rugby results,ireland france rugby,attissogbe,theo attissogbe,france vs ireland tv channel,ireland rugby today,rugby 6 nations 2026,6 nations live,france ireland score,france v ireland kick off time,france v ireland rugby,what time is kick off france v ireland,six nations 2026 where to watch,france ireland kick off time,french rugby players,kick off time france v ireland","./explore?q=france%20vs%20ireland&geo=GB"
"arsenal vs chelsea","500k+","3 February 2026 at 13:10:00 UTC+5:30","5 February 2026 at 14:00:00 UTC+5:30","arsenal vs chelsea,arsenal chelsea,chelsea vs arsenal,arsenal,arsenal v chelsea,chelsea,kai havertz,chelsea arsenal,arsenal f.c,arsenal fc,chelsea fc,chelsea v arsenal,chelsea f.c,arsenal f.c.,arsenal f.c. vs chelsea f.c. lineups,arsenal score,havertz,carabao,arsenal vs chelsea where to watch,carabao cup semi final,arsenal f.c. vs chelsea f.c.,chelsea score,chelsea f.c.,arsenal vs,cucurella,chelsea vs,arsenal game,arsenal – chelsea,arsenal f.c. vs chelsea f.c. stats,arsenal - chelsea,declan rice,arsenal vs chelsea channel,chelsea game,where to watch arsenal vs chelsea,mikel arteta,hincapie,chelsea arsenal carabao cup,what channel is arsenal on tonight,what channel is arsenal vs chelsea on,when is the carabao cup final 2026,eze,carabao cup final tickets 2026,carabao cup final 2026 tickets,arsenal v chelsea tv,when is carabao cup final 2026,arsenal fc chelsea fc,arsenal vs chelsea tv channel,arsenal vs chelsea tv,carabo cup,arsenal f.c. vs chelsea f.c,what channel is arsenal v chelsea on,arsenal game today,arsenal match,arsenal chelsea tv,arsenal fc vs chelsea fc carabao cup,wembley stadium,caraboa cup final,arsenal f.c. vs chelsea f.c. timeline,arsenal v chelsea carabao cup,efl final,arsenal score today,carabao cup final date 2026,arsenal carabao cup,arsenal line up,wembley,league cup finals,chelsea vs arsenal where to watch,emirates stadium,carabao cup final 2026 date,jamie redknapp,carabo cup final,when is carabao cup final,league cup final tickets,arsenal vs chelsea where to watch uk,chelsea fc arsenal fc,arsenal carabao cup final tickets,chelsea vs arsenal channel,arsenal chelsea carabao cup,where to watch carabao cup,arsenal vs chelsea channel uk,arsenal v,arsenal vs chelsea carabao cup,arsenal.,where to watch chelsea vs arsenal,arsenal news,0,do away goals count in carabao cup","./explore?q=arsenal%20vs%20chelsea&geo=GB"
"widnes vikings vs rhinos","2k+","7 February 2026 at 20:10:00 UTC+5:30","7 February 2026 at 23:30:00 UTC+5:30","widnes vikings vs rhinos,leeds rhinos","./explore?q=widnes%20vikings%20vs%20rhinos&geo=GB"
"polar vortex split forecast","10k+","7 February 2026 at 00:20:00 UTC+5:30","7 February 2026 at 22:20:00 UTC+5:30","polar vortex split forecast,sudden stratospheric warming,cold weather,polar vortex weather forecast","./explore?q=polar%20vortex%20split%20forecast&geo=GB"
"cfr cluj - „u” cluj","200+","7 February 2026 at 23:10:00 UTC+5:30",,"cfr cluj - „u” cluj","./explore?q=cfr%20cluj%20-%20%E2%80%9Eu%E2%80%9D%20cluj&geo=GB"
"morgan mcsweeney","50k+","3 February 2026 at 14:50:00 UTC+5:30","7 February 2026 at 22:40:00 UTC+5:30","morgan mcsweeney,barry gardiner","./explore?q=morgan%20mcsweeney&geo=GB"
"luton town vs bradford city","5k+","7 February 2026 at 17:10:00 UTC+5:30","7 February 2026 at 22:00:00 UTC+5:30","luton town vs bradford city,luton town","./explore?q=luton%20town%20vs%20bradford%20city&geo=GB"
"stockport vs leyton orient","2k+","7 February 2026 at 20:10:00 UTC+5:30","7 February 2026 at 23:50:00 UTC+5:30","stockport vs leyton orient,stockport county,stockport fc","./explore?q=stockport%20vs%20leyton%20orient&geo=GB"
"itv x","20k+","7 February 2026 at 22:00:00 UTC+5:30","7 February 2026 at 23:50:00 UTC+5:30","itv x,itvx,is emmerdale on tonight,itv schedule,itv schedule today,itv1,tv guide tonight,was emmerdale on tonight","./explore?q=itv%20x&geo=GB"
"nations championship rugby","200+","7 February 2026 at 23:10:00 UTC+5:30",,"nations championship rugby","./explore?q=nations%20championship%20rugby&geo=GB"
"cow and gate recall","20k+","6 February 2026 at 18:10:00 UTC+5:30","7 February 2026 at 18:40:00 UTC+5:30","cow and gate recall,cow and gate,aptamil recall,cow and gate recall 2026,aptamil,aptamil baby formula recall,aptamil formula recalled,cow and gate formula,baby formula recall,baby formula recall aptamil,cereulide,danone,baby milk recall,nestle baby formula recall","./explore?q=cow%20and%20gate%20recall&geo=GB"
"harry styles manchester","20k+","5 February 2026 at 00:50:00 UTC+5:30","7 February 2026 at 19:20:00 UTC+5:30","harry styles manchester,harry styles manchester tickets,harry styles request page,harry styles ticket request,harry styles one night only,harry styles coop live,coop live,harry styles co op live,co op live,ticketmaster harry styles,manchester coop arena,harry styles website,harry styles tickets manchester","./explore?q=harry%20styles%20manchester&geo=GB"
"curling power play","10k+","7 February 2026 at 15:10:00 UTC+5:30","7 February 2026 at 21:40:00 UTC+5:30","curling power play,what is a power play in curling,what is power play in curling,power play curling,what is the power play in curling,power play in curling,powerplay in curling,what is powerplay in curling,what is a powerplay in curling,powerplay curling,curling powerplay","./explore?q=curling%20power%20play&geo=GB"
"jocurile olimpice de iarnă 2026","2k+","4 February 2026 at 13:10:00 UTC+5:30",,"jocurile olimpice de iarnă 2026,moldova","./explore?q=jocurile%20olimpice%20de%20iarn%C4%83%202026&geo=GB"
"carabao cup","100k+","3 February 2026 at 01:10:00 UTC+5:30","5 February 2026 at 17:00:00 UTC+5:30","carabao cup,carabao cup final,efl cup final,pep guardiola,man city games","./explore?q=carabao%20cup&geo=GB"
"afc wimbledon vs reading","2k+","7 February 2026 at 20:20:00 UTC+5:30","7 February 2026 at 23:50:00 UTC+5:30","afc wimbledon vs reading","./explore?q=afc%20wimbledon%20vs%20reading&geo=GB"
"deepak chopra","10k+","4 February 2026 at 04:20:00 UTC+5:30","7 February 2026 at 19:10:00 UTC+5:30","deepak chopra","./explore?q=deepak%20chopra&geo=GB"
"ain","500+","7 February 2026 at 21:00:00 UTC+5:30",,"ain","./explore?q=ain&geo=GB"
"saiteja mukkamalla","1k+","7 February 2026 at 19:30:00 UTC+5:30","7 February 2026 at 23:50:00 UTC+5:30","saiteja mukkamalla","./explore?q=saiteja%20mukkamalla&geo=GB"
"bitcoin","50k+","5 February 2026 at 11:40:00 UTC+5:30","7 February 2026 at 06:20:00 UTC+5:30","bitcoin","./explore?q=bitcoin&geo=GB"
"rafe spall","10k+","7 February 2026 at 15:30:00 UTC+5:30","7 February 2026 at 18:20:00 UTC+5:30","rafe spall","./explore?q=rafe%20spall&geo=GB"
"wolfsburg vs dortmund","2k+","7 February 2026 at 19:10:00 UTC+5:30","7 February 2026 at 23:10:00 UTC+5:30","wolfsburg vs dortmund,dortmund","./explore?q=wolfsburg%20vs%20dortmund&geo=GB"
"gillingham vs tranmere","1k+","7 February 2026 at 20:20:00 UTC+5:30","7 February 2026 at 23:40:00 UTC+5:30","gillingham vs tranmere","./explore?q=gillingham%20vs%20tranmere&geo=GB"
"coventry","1k+","7 February 2026 at 21:10:00 UTC+5:30","7 February 2026 at 23:40:00 UTC+5:30","coventry","./explore?q=coventry&geo=GB"
"airdrieonians vs st. mirren","10k+","7 February 2026 at 00:20:00 UTC+5:30","7 February 2026 at 17:00:00 UTC+5:30","airdrieonians vs st. mirren,airdrie fc,st mirren,st mirren fc","./explore?q=airdrieonians%20vs%20st.%20mirren&geo=GB"
"pfl","200+","7 February 2026 at 23:00:00 UTC+5:30",,"pfl","./explore?q=pfl&geo=GB"
"ns&i","200k+","1 February 2026 at 13:10:00 UTC+5:30","5 February 2026 at 15:30:00 UTC+5:30","ns&i,premium bond checker,premium bonds,ns&i premium bonds,ns&i premium bonds winners,premium bond prize checker,nsi,premium bonds checker,premium bonds prize checker,ns&i prize checker,premium bond winners,nsi prize checker,premium bonds prizes,premium bond winners february 2026,prize checker,nsi premium bonds,ns&i checker,nsandi february winners","./explore?q=ns%26i&geo=GB"
"bristol vs exeter","2k+","7 February 2026 at 19:10:00 UTC+5:30","7 February 2026 at 22:40:00 UTC+5:30","bristol vs exeter,bristol bears","./explore?q=bristol%20vs%20exeter&geo=GB"
"rochdale vs carlisle","2k+","7 February 2026 at 19:50:00 UTC+5:30","7 February 2026 at 23:30:00 UTC+5:30","rochdale vs carlisle,1","./explore?q=rochdale%20vs%20carlisle&geo=GB"
"mansfield town vs exeter city","1k+","7 February 2026 at 20:20:00 UTC+5:30","7 February 2026 at 23:40:00 UTC+5:30","mansfield town vs exeter city","./explore?q=mansfield%20town%20vs%20exeter%20city&geo=GB"
"jacob elordi","50k+","6 February 2026 at 01:00:00 UTC+5:30","7 February 2026 at 15:10:00 UTC+5:30","jacob elordi,wuthering heights,wuthering heights 2026,wuthering heights movie,emerald fennell,wuthering heights film,wuthering heights review,margot robbie movies,withering heights,wuthering heights book,emily bronte,haworth","./explore?q=jacob%20elordi&geo=GB"
"charlton vs qpr","20k+","7 February 2026 at 00:30:00 UTC+5:30","7 February 2026 at 17:00:00 UTC+5:30","charlton vs qpr,qpr,charlton,charlton athletic,lyndon dykes,charlton athletic f.c,charlton fc","./explore?q=charlton%20vs%20qpr&geo=GB"
"wycombe vs doncaster","1k+","7 February 2026 at 20:20:00 UTC+5:30","7 February 2026 at 23:40:00 UTC+5:30","wycombe vs doncaster","./explore?q=wycombe%20vs%20doncaster&geo=GB"
"harper dennis","50k+","7 February 2026 at 00:30:00 UTC+5:30","7 February 2026 at 21:10:00 UTC+5:30","harper dennis,de montfort university,leicester university,leicester news,leicester university incident,leicester stabbing,leicester mercury,dmu,leicester incident,leicester uni,incident in leicester,leicestershire police,demontfort,leicester university police,leicester incident today,de montfort,khaleed oladipo,university of leicester,oxford street leicester,dmu incident,incident at leicester university,bbc news leicester,leicester news today,whats happened at leicester university,dmu stabbing,what has happened at de montfort university,leicester university news,what has happened at leicester university,leicester de montfort,what happened at de montfort university,stabbing leicester,demontfort university,serious incident leicester","./explore?q=harper%20dennis&geo=GB"
"wru","200+","7 February 2026 at 23:10:00 UTC+5:30",,"wru","./explore?q=wru&geo=GB"
"york city vs forest green","1k+","7 February 2026 at 19:50:00 UTC+5:30","7 February 2026 at 23:30:00 UTC+5:30","york city vs forest green","./explore?q=york%20city%20vs%20forest%20green&geo=GB"
"saracens vs harlequins","2k+","7 February 2026 at 19:40:00 UTC+5:30","7 February 2026 at 23:00:00 UTC+5:30","saracens vs harlequins","./explore?q=saracens%20vs%20harlequins&geo=GB"
"gruffalo granny","20k+","6 February 2026 at 13:10:00 UTC+5:30","7 February 2026 at 18:50:00 UTC+5:30","gruffalo granny,julia donaldson,gruffalo,gruffalo book,the gruffalo,julia donaldson books","./explore?q=gruffalo%20granny&geo=GB"
"man united vs fulham","200k+","1 February 2026 at 16:00:00 UTC+5:30","4 February 2026 at 04:30:00 UTC+5:30","man united vs fulham,man utd,sesko,manchester united,man united,man u,man utd vs fulham,manchester united f.c.,man u vs fulham,united,man utd v fulham,man u score,where to watch manchester united f.c. vs fulham f.c.,united score,united vs fulham,fulham,manchester united f.c. vs fulham f.c. standings,benjamin šeško,manchester united f.c. games,fulham fc,manchester united f.c. standings,mufc,kevin fulham,manchester united f.c,man u v fulham,joe cole,manchester united f.c. vs fulham f.c.,man united score,manchester united vs fulham,manchester united f.c. vs fulham f.c. lineups,man u vs,utd,manchester united fc,manchester united f.c. vs fulham f.c. stats,fulham f.c.,man utd fulham,man u fulham,manutd,fulham vs man united,united vs,marco silva,cunha,manchester united f.c. vs fulham f.c. timeline,manchester united game today,jorge cuenca,manchester united - fulham,matheus cunha,cuenca fulham,manchester united score,man uts,united fulham,man utd results,united match,benjamin sesko,united v fulham,kevin fulham fc,cunha man utd,fulham kevin,premier league today,football streams,man united game,alex iwobi,man utd vs,what channel is man utd on,united manchester,man united vs,sesko man utd,man utd score today,man u score today,manchester united game,manu vs fulham,sesko goal,united game today","./explore?q=man%20united%20vs%20fulham&geo=GB"
