"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"muriqi","1k+","7 February 2026 at 20:40:00 UTC+5:30","7 February 2026 at 23:10:00 UTC+5:30","muriqi","./explore?q=muriqi&geo=ES"
"al-nassr - al ittihad","10k+","6 February 2026 at 22:10:00 UTC+5:30","7 February 2026 at 14:20:00 UTC+5:30","al-nassr - al ittihad","./explore?q=al-nassr%20-%20al%20ittihad&geo=ES"
"r.c.d. mallorca - sevilla","100k+","3 February 2026 at 00:40:00 UTC+5:30","4 February 2026 at 03:30:00 UTC+5:30","r.c.d. mallorca - sevilla,mallorca sevilla,mallorca fc,mallorca - sevilla fc,mallorca vs sevilla,mallorca,rcd mallorca,neal maupay,sevilla mallorca,maupay,muriqi,r.c.d. mallorca contra sevilla,mallorca - sevilla,sevilla fútbol club,mallorca vs,pablo torre,sevilla,mallorca hoy,samu costa,resultado mallorca - sevilla,mallorca sevilla fc,samú costa,donde ver mallorca sevilla,real club deportivo mallorca","./explore?q=r.c.d.%20mallorca%20-%20sevilla&geo=ES"
"guadalquivir","5k+","7 February 2026 at 19:40:00 UTC+5:30","7 February 2026 at 23:20:00 UTC+5:30","guadalquivir,rio guadalquivir,puente romano cordoba,cordopolis,el dia de cordoba","./explore?q=guadalquivir&geo=ES"
"movistar plus","2k+","7 February 2026 at 21:00:00 UTC+5:30","7 February 2026 at 21:50:00 UTC+5:30","movistar plus","./explore?q=movistar%20plus&geo=ES"
"leeds - nottingham forest","5k+","7 February 2026 at 00:40:00 UTC+5:30","7 February 2026 at 17:20:00 UTC+5:30","leeds - nottingham forest,leeds united vs nottm forest,leeds united,leeds","./explore?q=leeds%20-%20nottingham%20forest&geo=ES"
"mojica","200+","7 February 2026 at 22:40:00 UTC+5:30","7 February 2026 at 23:50:00 UTC+5:30","mojica","./explore?q=mojica&geo=ES"
"england vs wales","500+","7 February 2026 at 22:30:00 UTC+5:30","7 February 2026 at 23:50:00 UTC+5:30","england vs wales,six nations 2026,6 nations","./explore?q=england%20vs%20wales&geo=ES"
"cuando es la super bowl 2026","2k+","7 February 2026 at 01:30:00 UTC+5:30","7 February 2026 at 23:00:00 UTC+5:30","cuando es la super bowl 2026","./explore?q=cuando%20es%20la%20super%20bowl%202026&geo=ES"
"athletic - real sociedad","100k+","2 February 2026 at 00:40:00 UTC+5:30","3 February 2026 at 03:40:00 UTC+5:30","athletic - real sociedad,real sociedad,athletic real sociedad,athletic,athletic contra real sociedad,real sociedad hoy,athletic club vs real sociedad,bilbao real sociedad,partido athletic,athletic real,athletic hoy,gonçalo guedes,posiciones de athletic club contra real sociedad,real sociedad athletic,real sociedad athletic bilbao,athletic club contra real sociedad,guedes,ruiz de galarreta,real sociedad de fútbol,iñigo ruiz de galarreta,donde ver athletic real sociedad,partido athletic hoy,ath. bilbao – real sociedad,yuri berchiche,athletic real sociedad donde ver,derbi vasco,alineaciones de athletic club contra real sociedad,estadísticas de la liga","./explore?q=athletic%20-%20real%20sociedad&geo=ES"
"robert lewandowski","1k+","7 February 2026 at 21:20:00 UTC+5:30","7 February 2026 at 23:00:00 UTC+5:30","robert lewandowski,lewandowski","./explore?q=robert%20lewandowski&geo=ES"
"bitcoin","20k+","5 February 2026 at 10:50:00 UTC+5:30","6 February 2026 at 15:00:00 UTC+5:30","bitcoin,btc,bitcoin price,btc usd","./explore?q=bitcoin&geo=ES"
"зимние олимпийские игры – 2026","5k+","4 February 2026 at 13:50:00 UTC+5:30","7 February 2026 at 23:30:00 UTC+5:30","зимние олимпийские игры – 2026","./explore?q=%D0%B7%D0%B8%D0%BC%D0%BD%D0%B8%D0%B5%20%D0%BE%D0%BB%D0%B8%D0%BC%D0%BF%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B5%20%D0%B8%D0%B3%D1%80%D1%8B%20%E2%80%93%202026&geo=ES"
"cadiz almeria","500+","7 February 2026 at 20:20:00 UTC+5:30","7 February 2026 at 23:40:00 UTC+5:30","cadiz almeria","./explore?q=cadiz%20almeria&geo=ES"
"blanca pombo","5k+","6 February 2026 at 22:20:00 UTC+5:30","7 February 2026 at 19:00:00 UTC+5:30","blanca pombo,topuria","./explore?q=blanca%20pombo&geo=ES"
"manuel cortes","1k+","7 February 2026 at 20:40:00 UTC+5:30","7 February 2026 at 22:40:00 UTC+5:30","manuel cortes,gloria camila","./explore?q=manuel%20cortes&geo=ES"
"atalanta - juventus","20k+","6 February 2026 at 00:40:00 UTC+5:30","6 February 2026 at 20:10:00 UTC+5:30","atalanta - juventus,juventus,coppa italia,atalanta juventus","./explore?q=atalanta%20-%20juventus&geo=ES"
"real betis - valencia c. f.","100k+","1 February 2026 at 19:50:00 UTC+5:30","2 February 2026 at 20:50:00 UTC+5:30","real betis - valencia c. f.,betis valencia,betis hoy,valencia cf,betis - valència,valencia betis,real betis vs valencia,real betis balompié,valencia club de fútbol,betis-valencia,betis fc,betis vs valencia,betis vs,cómo va el betis,pablo fornals,resultado betis-valencia,valencia fc,superdeporte,resultado del betis,fornals,valencia c. f.","./explore?q=real%20betis%20-%20valencia%20c.%20f.&geo=ES"
"celtics - heat","2k+","7 February 2026 at 06:00:00 UTC+5:30","7 February 2026 at 17:10:00 UTC+5:30","celtics - heat","./explore?q=celtics%20-%20heat&geo=ES"
"manchester city - newcastle","20k+","5 February 2026 at 00:40:00 UTC+5:30","5 February 2026 at 17:10:00 UTC+5:30","manchester city - newcastle,man city vs newcastle,manchester city – newcastle,man city","./explore?q=manchester%20city%20-%20newcastle&geo=ES"
"dubai basketball - real madrid","20k+","5 February 2026 at 20:40:00 UTC+5:30","6 February 2026 at 12:30:00 UTC+5:30","dubai basketball - real madrid,dubai basketball","./explore?q=dubai%20basketball%20-%20real%20madrid&geo=ES"
"alcaraz","500k+","1 February 2026 at 14:00:00 UTC+5:30","1 February 2026 at 20:00:00 UTC+5:30","alcaraz,carlos alcaraz,rafa nadal,donde ver la final del open de australia,alcaraz hoy,djokovic alcaraz,alcaraz vs djokovic,rafael nadal,tenis hoy,cuantos grand slam tiene alcaraz,open australia,carlos alcaraz hoy,tenis,ranking atp,grand slams alcaraz,partido alcaraz djokovic,alcaraz djokovic donde ver,donde ver alcaraz,partido alcaraz,open de australia 2026,alcaraz - djokovic,edad alcaraz,tenis open de australia,donde ver alcaraz hoy,eurosport online,a que hora es la final del open de australia,open de australia,resultado alcaraz - djokovic,alcaraz grand slams,donde ver alcaraz y djokovic,cómo va alcaraz,premio open australia 2026,tenis alcaraz,partido alcaraz hoy,donde ver final open australia,cuanto gana el ganador del open de australia,grand slam alcaraz,final open australia 2026 donde ver,partido de alcaraz,donde ver alcaraz vs djokovic,atp,final alcaraz,como va alcaraz,final alcaraz djokovic,tenis en directo,final open de australia,grand slams,alcaraz donde ver,resultado alcaraz,abierto de australia,a qué hora juega alcaraz,dónde ver la final del open de australia,donde ver alcaraz djokovic,tatuaje alcaraz,ranking grand slams,alcaraz hoy en directo,sinner grand slams,cómo ha quedado alcaraz,carlos alcaraz grand slams,carlos alcaraz tenista,resultado alcaraz hoy,quién ha ganado el open de australia,donde ver final open australia 2026,alcaraz open australia 2026,ver alcaraz djokovic,cómo va carlos alcaraz,final tenis,alcaraz hoy donde ver,donde ver a alcaraz,juan carlos ferrero,alcaraz vs,palmares alcaraz,qué edad tiene djokovic,tenis hoy alcaraz,cuantos grand slam tiene djokovic,alcaraz djokovic hora,cuántos grand slam tiene alcaraz,tenis alcaraz hoy,open australia donde ver,roland garros,resultado de alcaraz,us open,carlos alcaraz djokovic,partido alcaraz - djokovic,a que hora juega alcaraz la final,partido de alcaraz hoy,dónde ver el partido de alcaraz,tatuaje carlos alcaraz,alcaraz djokovic directo,el palmar,cómo ha quedado carlos alcaraz,ver alcaraz djokovic en directo,el palmar (murcia),open de australia hoy,horario alcaraz djokovic,carlos alcaraz djokovic open australia,donde ver el partido de alcaraz,ver tenis en directo,final del open de australia,dónde ver alcaraz - djokovic,ganadores grand slam,grand slams sinner,tatuajes alcaraz,ver eurosport en directo,el palmar murcia,tenistas con mas grand slams,alcaraz en directo,donde ver la final del open de australia 2026,premios open australia 2026,a que hora juega alcaraz,donde se puede ver la final del open de australia,clasificacion atp,premio australian open 2026,cuantos grand slams tiene alcaraz,jugadores con mas grand slams,a qué hora juega carlos alcaraz,carlos alcaraz djokovic australia,donde ver el tenis hoy,carlos alcaraz open australia,gran slam,alcaraz directo,grand slams nadal,grand slam nadal,titulos alcaraz,grand slam sinner,premio ganador open australia 2026,palmares carlos alcaraz,partido tenis alcaraz,cuanto gana alcaraz si gana hoy,partido carlos alcaraz,cómo va alcaraz - djokovic,cuanto dinero gana el ganador del open de australia,carlos alcaraz garfia,cuánto gana el campeón del open de australia,premio open australia,cuando juega alcaraz,donde ver open australia 2026,como va alcaraz hoy,carlos alcaraz donde verlo,donde ver tenis alcaraz,donde ver partido alcaraz,resultado djokovic alcaraz,ferrero,carlos,resultado de alcaraz - djokovic,carlos.alcaraz,alcalá djokovic,cuales son los grand slam,final tenis australia 2026,grand slam tenis,alcaraz hoy en directo hora,carlos alcaraz hoy en directo,ha ganado alcaraz,eurosport directo,donde ver alcaraz djokovic en abierto,final open australia donde ver,cuántos grand slam ha ganado carlos alcaraz,tenis hoy en vivo,alcaraz australia,partido de carlos alcaraz,alcaraz vs djokovic donde ver","./explore?q=alcaraz&geo=ES"
"omar mascarell","500+","7 February 2026 at 21:40:00 UTC+5:30","7 February 2026 at 22:50:00 UTC+5:30","omar mascarell","./explore?q=omar%20mascarell&geo=ES"
"cuponazo 6 de febrero 2026","2k+","7 February 2026 at 13:40:00 UTC+5:30","7 February 2026 at 20:50:00 UTC+5:30","cuponazo 6 de febrero 2026,cuponazo de la once","./explore?q=cuponazo%206%20de%20febrero%202026&geo=ES"
"crea una caricatura de mi y de mi trabajo","200+","7 February 2026 at 20:40:00 UTC+5:30","7 February 2026 at 23:20:00 UTC+5:30","crea una caricatura de mi y de mi trabajo","./explore?q=crea%20una%20caricatura%20de%20mi%20y%20de%20mi%20trabajo&geo=ES"
"netherlands vs pakistan","5k+","7 February 2026 at 11:30:00 UTC+5:30","7 February 2026 at 18:20:00 UTC+5:30","netherlands vs pakistan,netherlands national cricket team vs pakistan national cricket team standings,ned vs pak,pakistan vs ireland,pak vs ire","./explore?q=netherlands%20vs%20pakistan&geo=ES"
"clases andalucia mañana","100k+","4 February 2026 at 19:10:00 UTC+5:30","5 February 2026 at 05:30:00 UTC+5:30","clases andalucia mañana,ideal,granada hoy,ideal granada,mañana hay clase en andalucia,junta de andalucía,hay colegio mañana en andalucía,mañana hay clases en sevilla,junta de andalucia,juanma moreno,suspenden clases mañana andalucia,habra clases mañana andalucia,mañana hay clases,clases andalucia,suspension de clases andalucia,colegio andalucia,clases mañana,colegios andalucia,hay clases mañana en sevilla,mañana hay colegio en andalucia,juanma moreno hoy,suspenden clases andalucia,mañana hay colegio,suspenden clases andalucía,clases mañana andalucia,junta de andalucia clases mañana,comparecencia juanma moreno,cancelacion clases andalucia,hay clases mañana,mañana hay colegio en andalucía,mañana hay colegio en sevilla,junta andalucia,mañana hay clase,comparecencia juanma moreno hoy,cuenca del genil granada pueblos,jueves 5 de febrero hay clases,clases jueves 5 febrero,mañana hay colegio en málaga,hay colegio mañana,mañana hay clases en granada,cuenca del genil granada,se suspenden las clases mañana,hay colegio mañana en sevilla,mañana 5 de febrero hay clases,hay colegio mañana en andalucia,mañana hay clases en andalucia,se suspenden las clases mañana en andalucía,andalucia suspende clases mañana,clases en andalucia mañana,antonio sanz,colegios andalucia mañana,clases andalucía,hay clases mañana en malaga,clases,clases andalucia jueves,alerta andalucia,se suspenden las clases mañana málaga,mañana jueves hay clases,colegio mañana,alerta roja granada,suspension clases andalucia,hay mañana colegio en andalucía,clases mañana sevilla,clases suspendidas andalucia,sol y guadalhorce,hay clases mañana en granada,hay colegio mañana en málaga,suspension de clases,clases suspendidas,mañana hay clases en malaga,suspensión de clases hoy,mañana hay clases?,se suspenden las clases mañana en sevilla,canal sur,suspensión de clases sevilla,clases viernes 6 de febrero,el jueves 5 de febrero hay clases,cierre colegios andalucia,mañana hay clases en andalucía,guadalhorce,junta de andalucía directo,suspensión de clases,colegios mañana andalucia,canal sur directo,andalucia clases,mañana hay clases en cordoba,andalucía,suspenden clases sevilla,mañana hay clase?,noticias andalucia,malaga clases","./explore?q=clases%20andalucia%20ma%C3%B1ana&geo=ES"
"pavel durov","20k+","4 February 2026 at 22:30:00 UTC+5:30","6 February 2026 at 04:30:00 UTC+5:30","pavel durov,telegram","./explore?q=pavel%20durov&geo=ES"
"marc casadó","200+","7 February 2026 at 22:50:00 UTC+5:30","7 February 2026 at 23:50:00 UTC+5:30","marc casadó","./explore?q=marc%20casad%C3%B3&geo=ES"
"vito quiles","2k+","6 February 2026 at 23:20:00 UTC+5:30","7 February 2026 at 21:00:00 UTC+5:30","vito quiles,los meconios","./explore?q=vito%20quiles&geo=ES"
"roony bardghji","200+","7 February 2026 at 22:40:00 UTC+5:30","7 February 2026 at 23:40:00 UTC+5:30","roony bardghji","./explore?q=roony%20bardghji&geo=ES"
"elisa mouliaá","10k+","4 February 2026 at 20:00:00 UTC+5:30","7 February 2026 at 00:30:00 UTC+5:30","elisa mouliaá,errejon,mouliaa,elisa mouliaa","./explore?q=elisa%20moulia%C3%A1&geo=ES"
"aurora sanchez","20k+","3 February 2026 at 20:30:00 UTC+5:30","5 February 2026 at 14:30:00 UTC+5:30","aurora sanchez,aurora sánchez","./explore?q=aurora%20sanchez&geo=ES"
"grammys 2026","20k+","1 February 2026 at 03:50:00 UTC+5:30","3 February 2026 at 20:50:00 UTC+5:30","grammys 2026,grammy winners 2026,grammy winners","./explore?q=grammys%202026&geo=ES"
"semifinales coac 2026","5k+","6 February 2026 at 05:50:00 UTC+5:30","7 February 2026 at 16:00:00 UTC+5:30","semifinales coac 2026,coac 2026,diario de cadiz,agrupaciones semifinales coac 2026,coac hoy","./explore?q=semifinales%20coac%202026&geo=ES"
"arsenal - chelsea","20k+","4 February 2026 at 00:50:00 UTC+5:30","4 February 2026 at 20:40:00 UTC+5:30","arsenal - chelsea","./explore?q=arsenal%20-%20chelsea&geo=ES"
"paula badosa","1k+","7 February 2026 at 20:30:00 UTC+5:30","7 February 2026 at 21:40:00 UTC+5:30","paula badosa","./explore?q=paula%20badosa&geo=ES"
"a qué hora juega el barcelona","1k+","7 February 2026 at 19:50:00 UTC+5:30","7 February 2026 at 21:30:00 UTC+5:30","a qué hora juega el barcelona,a que hora juega el barcelona","./explore?q=a%20qu%C3%A9%20hora%20juega%20el%20barcelona&geo=ES"
"desbordamiento guadalquivir sevilla","500+","7 February 2026 at 19:50:00 UTC+5:30","7 February 2026 at 23:00:00 UTC+5:30","desbordamiento guadalquivir sevilla","./explore?q=desbordamiento%20guadalquivir%20sevilla&geo=ES"
"cristiano ronaldo","10k+","5 February 2026 at 04:30:00 UTC+5:30","6 February 2026 at 05:50:00 UTC+5:30","cristiano ronaldo,al nassr,al hilal - al-ahli saudi","./explore?q=cristiano%20ronaldo&geo=ES"
"lookman","20k+","1 February 2026 at 02:10:00 UTC+5:30","4 February 2026 at 13:00:00 UTC+5:30","lookman,ademola lookman,atleti","./explore?q=lookman&geo=ES"
"vedat muriqi","500+","7 February 2026 at 21:00:00 UTC+5:30","7 February 2026 at 22:30:00 UTC+5:30","vedat muriqi","./explore?q=vedat%20muriqi&geo=ES"
"ademola lookman","10k+","6 February 2026 at 01:00:00 UTC+5:30","6 February 2026 at 20:50:00 UTC+5:30","ademola lookman,copa del rei","./explore?q=ademola%20lookman&geo=ES"
"gavi","100+","7 February 2026 at 22:50:00 UTC+5:30","7 February 2026 at 23:40:00 UTC+5:30","gavi","./explore?q=gavi&geo=ES"
"inmunidad carles puigdemont","10k+","5 February 2026 at 20:50:00 UTC+5:30","6 February 2026 at 13:10:00 UTC+5:30","inmunidad carles puigdemont,carles puigdemont","./explore?q=inmunidad%20carles%20puigdemont&geo=ES"
"rashford","200+","7 February 2026 at 21:30:00 UTC+5:30","7 February 2026 at 22:40:00 UTC+5:30","rashford","./explore?q=rashford&geo=ES"
"emma raducanu","2k+","7 February 2026 at 20:50:00 UTC+5:30","7 February 2026 at 22:10:00 UTC+5:30","emma raducanu","./explore?q=emma%20raducanu&geo=ES"
"influencer ángel montoya","10k+","4 February 2026 at 22:30:00 UTC+5:30","5 February 2026 at 19:40:00 UTC+5:30","influencer ángel montoya,angel montoya,ángel montoya influencer,angel montoya influencer,ángel montoya","./explore?q=influencer%20%C3%A1ngel%20montoya&geo=ES"
