"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"betis – atlético madrid","20k+","6 February 2026 at 00:40:00 UTC+5:30","6 February 2026 at 22:40:00 UTC+5:30","betis – atlético madrid,real betis vs atlético madrid,real betis - atlético madrid,betis","./explore?q=betis%20%E2%80%93%20atl%C3%A9tico%20madrid&geo=FR"
"tcl","2k+","7 February 2026 at 00:20:00 UTC+5:30",,"tcl","./explore?q=tcl&geo=FR"
"manchester city – newcastle","50k+","5 February 2026 at 00:40:00 UTC+5:30","6 February 2026 at 02:20:00 UTC+5:30","manchester city – newcastle,omar marmoush","./explore?q=manchester%20city%20%E2%80%93%20newcastle&geo=FR"
"kevin aymoz","200+","7 February 2026 at 23:40:00 UTC+5:30",,"kevin aymoz","./explore?q=kevin%20aymoz&geo=FR"
"arnaud nordin","2k+","7 February 2026 at 21:40:00 UTC+5:30","7 February 2026 at 23:30:00 UTC+5:30","arnaud nordin,nordin","./explore?q=arnaud%20nordin&geo=FR"
"marcus smith","200+","7 February 2026 at 23:40:00 UTC+5:30",,"marcus smith","./explore?q=marcus%20smith&geo=FR"
"jean luc brunel","20k+","1 February 2026 at 05:50:00 UTC+5:30","7 February 2026 at 20:00:00 UTC+5:30","jean luc brunel","./explore?q=jean%20luc%20brunel&geo=FR"
"laura pausini","10k+","7 February 2026 at 00:50:00 UTC+5:30","7 February 2026 at 16:40:00 UTC+5:30","laura pausini","./explore?q=laura%20pausini&geo=FR"
"rappel filet de poulet carrefour","20k+","7 February 2026 at 16:20:00 UTC+5:30","7 February 2026 at 20:40:00 UTC+5:30","rappel filet de poulet carrefour,rappel filet de poulet,rappel poulet listeria","./explore?q=rappel%20filet%20de%20poulet%20carrefour&geo=FR"
"heated rivalry","10k+","6 February 2026 at 06:50:00 UTC+5:30","7 February 2026 at 23:40:00 UTC+5:30","heated rivalry","./explore?q=heated%20rivalry&geo=FR"
"mathys silistrie","500+","7 February 2026 at 21:30:00 UTC+5:30","7 February 2026 at 23:50:00 UTC+5:30","mathys silistrie","./explore?q=mathys%20silistrie&geo=FR"
"atp montpellier","20k+","2 February 2026 at 18:10:00 UTC+5:30","7 February 2026 at 05:50:00 UTC+5:30","atp montpellier,arthur fils,félix auger-aliassime,tennis,ugo blanchet,valentin royer,open occitanie","./explore?q=atp%20montpellier&geo=FR"
"lamine yamal","500+","7 February 2026 at 22:40:00 UTC+5:30","7 February 2026 at 23:50:00 UTC+5:30","lamine yamal","./explore?q=lamine%20yamal&geo=FR"
"rugby","20k+","5 February 2026 at 17:20:00 UTC+5:30","6 February 2026 at 18:30:00 UTC+5:30","rugby,france ireland,gibson park,france vs ireland,prendergast,sam prendergast,andy farrell","./explore?q=rugby&geo=FR"
"adele van reeth","20k+","5 February 2026 at 15:00:00 UTC+5:30","7 February 2026 at 01:40:00 UTC+5:30","adele van reeth,celine pigalle,céline pigalle,adèle van reeth,adele van reeth quitte france inter,inter,adèle van reeth quitte france inter","./explore?q=adele%20van%20reeth&geo=FR"
"leeds united – nottm forest","5k+","7 February 2026 at 00:40:00 UTC+5:30","7 February 2026 at 16:10:00 UTC+5:30","leeds united – nottm forest,leeds united vs nottm forest","./explore?q=leeds%20united%20%E2%80%93%20nottm%20forest&geo=FR"
"costa rica","2k+","7 February 2026 at 18:10:00 UTC+5:30","7 February 2026 at 21:10:00 UTC+5:30","costa rica","./explore?q=costa%20rica&geo=FR"
"sanary sur mer","50k+","3 February 2026 at 20:00:00 UTC+5:30","6 February 2026 at 12:50:00 UTC+5:30","sanary sur mer,prof poignardée,enseignante poignardée,professeur poignardé,sanary,professeur,edouard geffray,rachel khan,professeur poignardee,var,sanary-sur-mer,sanary prof poignardee,agnes lassalle,professeur poignarde,free mon compte,college la guicharde,professeur poignardée,franz olivier giesbert","./explore?q=sanary%20sur%20mer&geo=FR"
"red star – pau fc","5k+","7 February 2026 at 00:00:00 UTC+5:30","7 February 2026 at 16:10:00 UTC+5:30","red star – pau fc","./explore?q=red%20star%20%E2%80%93%20pau%20fc&geo=FR"
"roland magdane","20k+","3 February 2026 at 12:40:00 UTC+5:30","7 February 2026 at 04:30:00 UTC+5:30","roland magdane","./explore?q=roland%20magdane&geo=FR"
"lorient – paris fc","50k+","5 February 2026 at 00:20:00 UTC+5:30","6 February 2026 at 01:20:00 UTC+5:30","lorient – paris fc,lorient paris fc,lorient foot,fc lorient,paris fc,lorient,pfc,paris fc lorient,lorient fc,match lorient,lorient pfc","./explore?q=lorient%20%E2%80%93%20paris%20fc&geo=FR"
"sankt pauli – stuttgart","1k+","7 February 2026 at 19:10:00 UTC+5:30","7 February 2026 at 23:00:00 UTC+5:30","sankt pauli – stuttgart","./explore?q=sankt%20pauli%20%E2%80%93%20stuttgart&geo=FR"
"daniel bravo","50k+","1 February 2026 at 04:20:00 UTC+5:30","6 February 2026 at 13:30:00 UTC+5:30","daniel bravo,ath. bilbao – real sociedad,gaetane thiney,gaëtane thiney","./explore?q=daniel%20bravo&geo=FR"
"man u","1k+","7 February 2026 at 18:50:00 UTC+5:30","7 February 2026 at 22:30:00 UTC+5:30","man u","./explore?q=man%20u&geo=FR"
"rima hassan","5k+","6 February 2026 at 01:00:00 UTC+5:30","7 February 2026 at 17:30:00 UTC+5:30","rima hassan","./explore?q=rima%20hassan&geo=FR"
"danse avec les stars","20k+","7 February 2026 at 01:10:00 UTC+5:30","7 February 2026 at 04:50:00 UTC+5:30","danse avec les stars,pourquoi il n'y a pas danse avec les stars ce soir,dals 6 fevrier,danse avec les stars ce soir,danse avec les stars vendredi 6 fevrier,danse avec les stars 2026,danse avec les stars prime,pourquoi pas danse avec les stars ce soir,pourquoi il y a pas danse avec les stars ce soir,dals 6 fevrier 2026,danse avec les star,danse avec les stars 6 fevrier 2026,pourquoi pas dals ce soir,dans avec les stars,pourquoi il n'y a pas danse avec les stars","./explore?q=danse%20avec%20les%20stars&geo=FR"
"real madrid – rayo","100k+","1 February 2026 at 17:40:00 UTC+5:30","3 February 2026 at 12:40:00 UTC+5:30","real madrid – rayo,classement real madrid – rayo vallecano de madrid,barcelone fc,match real,real madrid – rayo vallecano de madrid : composition,real rayo","./explore?q=real%20madrid%20%E2%80%93%20rayo&geo=FR"
"walid regragui","10k+","6 February 2026 at 18:00:00 UTC+5:30","7 February 2026 at 14:00:00 UTC+5:30","walid regragui,regragui,regragui demission maroc,regragui walid","./explore?q=walid%20regragui&geo=FR"
"celta vigo – osasuna","5k+","7 February 2026 at 00:40:00 UTC+5:30","7 February 2026 at 15:00:00 UTC+5:30","celta vigo – osasuna","./explore?q=celta%20vigo%20%E2%80%93%20osasuna&geo=FR"
"capuozzo","1k+","7 February 2026 at 19:40:00 UTC+5:30","7 February 2026 at 22:30:00 UTC+5:30","capuozzo","./explore?q=capuozzo&geo=FR"
"eileen gu","2k+","7 February 2026 at 15:00:00 UTC+5:30","7 February 2026 at 23:50:00 UTC+5:30","eileen gu,slopestyle,gu ailing","./explore?q=eileen%20gu&geo=FR"
"atalanta – juventus","20k+","6 February 2026 at 00:40:00 UTC+5:30","6 February 2026 at 18:50:00 UTC+5:30","atalanta – juventus,coupe d'italie,atalanta - juventus,atalanta","./explore?q=atalanta%20%E2%80%93%20juventus&geo=FR"
"match rugby aujourd'hui","500+","7 February 2026 at 22:00:00 UTC+5:30","7 February 2026 at 23:20:00 UTC+5:30","match rugby aujourd'hui","./explore?q=match%20rugby%20aujourd%27hui&geo=FR"
"pour emma","100k+","2 February 2026 at 23:40:00 UTC+5:30","6 February 2026 at 04:30:00 UTC+5:30","pour emma,josacine empoisonnée,emma affaire josacine empoisonnée,pour emma histoire vraie,affaire de la josacine,corinne tanay,josacine,pour emma m6,julie de bona,affaire josacine,affaire emma josacine empoisonnée,affaire de la josacine empoisonnée,film pour emma,la josacine empoisonnée,l'affaire de la josacine empoisonnée,josacine affaire,m6,affaire josacine empoisonnée,affaire emma,film pour emma m6 histoire vraie,empoisonnement josacine,l'affaire de la josacine,telefilm m6 pour emma,pour emma film,corinne tanay enfants,pour emma histoire vraie josacine,emilie tanay josacine,l'affaire emma,pour emma m6 combien d épisodes","./explore?q=pour%20emma&geo=FR"
"émission danse avec les stars","5k+","6 February 2026 at 21:10:00 UTC+5:30","7 February 2026 at 14:50:00 UTC+5:30","émission danse avec les stars","./explore?q=%C3%A9mission%20danse%20avec%20les%20stars&geo=FR"
"andré santini","5k+","6 February 2026 at 17:20:00 UTC+5:30","7 February 2026 at 20:10:00 UTC+5:30","andré santini,andre santini","./explore?q=andr%C3%A9%20santini&geo=FR"
"arsenal – chelsea","50k+","4 February 2026 at 00:30:00 UTC+5:30","5 February 2026 at 02:30:00 UTC+5:30","arsenal – chelsea,arsenal chelsea chaine","./explore?q=arsenal%20%E2%80%93%20chelsea&geo=FR"
"albacete – barcelone","50k+","4 February 2026 at 00:40:00 UTC+5:30","5 February 2026 at 00:20:00 UTC+5:30","albacete – barcelone,barca albacete,fc barcelone,barca albacete chaine,barcelone match,barcelone,albacete barcelone chaine,fcb,albacete – barcelone quelle chaine,barcelone albacete,albacete foot","./explore?q=albacete%20%E2%80%93%20barcelone&geo=FR"
"désarmement","10k+","6 February 2026 at 22:40:00 UTC+5:30","7 February 2026 at 11:40:00 UTC+5:30","désarmement,désarmement nucléaire,chine","./explore?q=d%C3%A9sarmement&geo=FR"
"lyon – lille","100k+","1 February 2026 at 18:40:00 UTC+5:30","2 February 2026 at 20:20:00 UTC+5:30","lyon – lille,lyon lille,ol lille,noah nartey,ol losc,classement olympique lyonnais – losc,match ol,nartey,match lyon,où regarder olympique lyonnais – losc,lyon vs losc,lyon lille foot,nartey noah,kluivert,lille lyon,ol match,olympique lyonnais – losc : composition,giroud,olivier giroud,tyler morton,nartey ol,lyon lille chaine,olympique lyonnais – losc,statistiques de olympique lyonnais – losc,lyon fc,olympique lyonnais – losc : temps forts,morton tyler,morton ol,ol lille chaine","./explore?q=lyon%20%E2%80%93%20lille&geo=FR"
"biathlon jo 2026","2k+","7 February 2026 at 01:00:00 UTC+5:30","7 February 2026 at 21:00:00 UTC+5:30","biathlon jo 2026,programme biathlon jo 2026,camille","./explore?q=biathlon%20jo%202026&geo=FR"
"stade briochin – sochaux","5k+","6 February 2026 at 23:40:00 UTC+5:30","7 February 2026 at 15:10:00 UTC+5:30","stade briochin – sochaux,sochaux","./explore?q=stade%20briochin%20%E2%80%93%20sochaux&geo=FR"
"boulogne – rodez","5k+","7 February 2026 at 00:00:00 UTC+5:30","7 February 2026 at 14:50:00 UTC+5:30","boulogne – rodez","./explore?q=boulogne%20%E2%80%93%20rodez&geo=FR"
"marine le pen","50k+","3 February 2026 at 17:40:00 UTC+5:30","5 February 2026 at 12:40:00 UTC+5:30","marine le pen,le pen,procès marine le pen appel,proces marine le pen,marine lepen,condamnation marine le pen inéligibilité,procès assistants parlementaires rn,execution provisoire,exécution provisoire,patrick maisonneuve,louis aliot,manuel bompard,marine le pen inéligibilité,marine le pen procès,proces le pen","./explore?q=marine%20le%20pen&geo=FR"
"christian negre","10k+","5 February 2026 at 18:40:00 UTC+5:30","6 February 2026 at 20:20:00 UTC+5:30","christian negre,christian nègre","./explore?q=christian%20negre&geo=FR"
"caen – fleury 91","5k+","6 February 2026 at 23:30:00 UTC+5:30","7 February 2026 at 21:40:00 UTC+5:30","caen – fleury 91","./explore?q=caen%20%E2%80%93%20fleury%2091&geo=FR"
"jutta leerdam","500+","7 February 2026 at 21:10:00 UTC+5:30","7 February 2026 at 23:00:00 UTC+5:30","jutta leerdam","./explore?q=jutta%20leerdam&geo=FR"
"ariane de rothschild","20k+","2 February 2026 at 00:50:00 UTC+5:30","7 February 2026 at 13:30:00 UTC+5:30","ariane de rothschild","./explore?q=ariane%20de%20rothschild&geo=FR"
"france tv sport","5k+","5 February 2026 at 18:30:00 UTC+5:30","7 February 2026 at 23:30:00 UTC+5:30","france tv sport,france television","./explore?q=france%20tv%20sport&geo=FR"
"vladimir poutine","20k+","2 February 2026 at 20:40:00 UTC+5:30","4 February 2026 at 02:50:00 UTC+5:30","vladimir poutine,russie,ukraine","./explore?q=vladimir%20poutine&geo=FR"
"inscription liste électorale","50k+","1 February 2026 at 13:40:00 UTC+5:30","5 February 2026 at 05:10:00 UTC+5:30","inscription liste électorale,inscription liste électorale municipale,liste electoral,inscription liste électorale en ligne,liste electorale inscription,s'inscrire sur les listes électorales,inscription liste électorale date limite,inscription liste electorale 2026,inscription liste electorales,s'inscrire sur les listes electorales","./explore?q=inscription%20liste%20%C3%A9lectorale&geo=FR"
"obus dans l'anus","50k+","1 February 2026 at 22:00:00 UTC+5:30","6 February 2026 at 02:00:00 UTC+5:30","obus dans l'anus,obus,toulouse obus anus,obus anus toulouse,obus de 1918,toulouse,obus toulouse,obus rectum","./explore?q=obus%20dans%20l%27anus&geo=FR"
"flora coquerel","5k+","6 February 2026 at 17:20:00 UTC+5:30","7 February 2026 at 16:30:00 UTC+5:30","flora coquerel","./explore?q=flora%20coquerel&geo=FR"
"adrian mannarino","5k+","7 February 2026 at 20:10:00 UTC+5:30","7 February 2026 at 22:30:00 UTC+5:30","adrian mannarino,arthur géa,arthur gea,open occitanie,giovanni mpetshi perricard,machac,tomáš macháč,mpetshi perricard,clement chidekh","./explore?q=adrian%20mannarino&geo=FR"
"charles alloncle","20k+","5 February 2026 at 00:00:00 UTC+5:30","6 February 2026 at 14:20:00 UTC+5:30","charles alloncle,mediawan,jérémie patrier-leitus,patrier leitus,laurence bloch,alloncle,france tv direct,jeremie patrier","./explore?q=charles%20alloncle&geo=FR"
"nicolas batum","2k+","7 February 2026 at 13:40:00 UTC+5:30","7 February 2026 at 18:10:00 UTC+5:30","nicolas batum","./explore?q=nicolas%20batum&geo=FR"
"marco odermatt","2k+","7 February 2026 at 15:50:00 UTC+5:30","7 February 2026 at 18:50:00 UTC+5:30","marco odermatt,odermatt,von allmen","./explore?q=marco%20odermatt&geo=FR"
"yael braun pivet","20k+","5 February 2026 at 10:30:00 UTC+5:30","6 February 2026 at 11:40:00 UTC+5:30","yael braun pivet","./explore?q=yael%20braun%20pivet&geo=FR"
"karen mulder","10k+","4 February 2026 at 19:50:00 UTC+5:30","7 February 2026 at 16:50:00 UTC+5:30","karen mulder","./explore?q=karen%20mulder&geo=FR"
"sporting – avs","10k+","6 February 2026 at 01:40:00 UTC+5:30","6 February 2026 at 18:40:00 UTC+5:30","sporting – avs,sporting - avs sad","./explore?q=sporting%20%E2%80%93%20avs&geo=FR"
"abondance","2k+","7 February 2026 at 17:50:00 UTC+5:30","7 February 2026 at 19:40:00 UTC+5:30","abondance,chalet d'abondance","./explore?q=abondance&geo=FR"
"grammy awards 2026","50k+","1 February 2026 at 03:40:00 UTC+5:30","4 February 2026 at 04:50:00 UTC+5:30","grammy awards 2026,grammys 2026,grammy,bad bunny,kendrick lamar,grammy winners","./explore?q=grammy%20awards%202026&geo=FR"
"nice – montpellier","20k+","5 February 2026 at 00:10:00 UTC+5:30","5 February 2026 at 18:20:00 UTC+5:30","nice – montpellier,nice montpellier,mhsc,nice montpellier foot,nice foot,match nice,alexandre mendy,kail boudache,nice match,montpellier hérault sport club,elye wahi","./explore?q=nice%20%E2%80%93%20montpellier&geo=FR"
"chappell roan","20k+","2 February 2026 at 08:20:00 UTC+5:30","6 February 2026 at 05:10:00 UTC+5:30","chappell roan","./explore?q=chappell%20roan&geo=FR"
"lewis hamilton","20k+","2 February 2026 at 14:50:00 UTC+5:30","5 February 2026 at 03:50:00 UTC+5:30","lewis hamilton,kim kardashian","./explore?q=lewis%20hamilton&geo=FR"
"frida karlsson","1k+","7 February 2026 at 18:10:00 UTC+5:30","7 February 2026 at 21:50:00 UTC+5:30","frida karlsson,ebba andersson","./explore?q=frida%20karlsson&geo=FR"
"infertilité","10k+","5 February 2026 at 18:40:00 UTC+5:30","6 February 2026 at 13:30:00 UTC+5:30","infertilité","./explore?q=infertilit%C3%A9&geo=FR"
"mavericks – spurs","10k+","6 February 2026 at 07:00:00 UTC+5:30","6 February 2026 at 19:00:00 UTC+5:30","mavericks – spurs","./explore?q=mavericks%20%E2%80%93%20spurs&geo=FR"
"usl dunkerque – guingamp","5k+","7 February 2026 at 00:00:00 UTC+5:30","7 February 2026 at 13:10:00 UTC+5:30","usl dunkerque – guingamp","./explore?q=usl%20dunkerque%20%E2%80%93%20guingamp&geo=FR"
"laos","200+","7 February 2026 at 21:40:00 UTC+5:30","7 February 2026 at 23:00:00 UTC+5:30","laos","./explore?q=laos&geo=FR"
"francetv","10k+","6 February 2026 at 00:30:00 UTC+5:30","7 February 2026 at 23:50:00 UTC+5:30","francetv","./explore?q=francetv&geo=FR"
"netherlands vs pakistan","2k+","7 February 2026 at 11:30:00 UTC+5:30","7 February 2026 at 17:50:00 UTC+5:30","netherlands vs pakistan,netherlands national cricket team vs pakistan national cricket team standings,ned vs pak,pakistan vs ireland,pak vs ire","./explore?q=netherlands%20vs%20pakistan&geo=FR"
"elche – barcelone","50k+","1 February 2026 at 00:40:00 UTC+5:30","2 February 2026 at 02:40:00 UTC+5:30","elche – barcelone,fcb,classement elche club de fútbol – fc barcelone,fc barcelone,match barca,barcelone","./explore?q=elche%20%E2%80%93%20barcelone&geo=FR"
"giorgia meloni","5k+","7 February 2026 at 00:50:00 UTC+5:30","7 February 2026 at 15:30:00 UTC+5:30","giorgia meloni,georgia meloni","./explore?q=giorgia%20meloni&geo=FR"
